"subj_code","trial_index","task","stimulus","rules_scen","rules_rule","rules_question","rules_textviolation","rules_purposeviolation","rules_violationtype","rules_yeskey","response_input","rules_response_verbal","rules_response_num","rt","stroopflanker_correct_resp","stroop_color","stroop_text","stroopflanker_correct","congruent","flanker_direction"
"bsBTMtR449YJ",371,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student consults the textbook to answer a question in class.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student consults the textbook to answer a question in class.",0,0,"off","i","e","no",0,4345,"","","","","congruent",""
"bsBTMtR449YJ",373,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A diabetic student gets an alert on her phone to take her insulin.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A diabetic student gets an alert on her phone to take her insulin.",1,0,"over","i","i","yes",1,1109,"","","","","incongruent",""
"bsBTMtR449YJ",375,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student uses her phone as a paperweight to keep papers together.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student uses her phone as a paperweight to keep papers together.",1,0,"over","i","i","yes",1,3673,"","","","","incongruent",""
"bsBTMtR449YJ",377,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student takes notes by hand to help her understand a lesson.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student takes notes by hand to help her understand a lesson.",0,0,"off","i","e","no",0,2695,"","","","","congruent",""
"bsBTMtR449YJ",379,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student plays a game on his phone instead of paying attention.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student plays a game on his phone instead of paying attention.",1,1,"core","i","e","no",0,3100,"","","","","congruent",""
"bsBTMtR449YJ",381,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student uses his phone's calculator for the in-class assignment.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student uses his phone's calculator for the in-class assignment.",1,0,"over","i","i","yes",1,2388,"","","","","incongruent",""
"bsBTMtR449YJ",383,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student arrives early to class and takes out her pencil case.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student arrives early to class and takes out her pencil case.",0,0,"off","i","e","no",0,2825,"","","","","congruent",""
"bsBTMtR449YJ",386,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,1149,"y","yellow","yellow","true","congruent",""
"bsBTMtR449YJ",388,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1783,"g","green","yellow","true","incongruent",""
"bsBTMtR449YJ",390,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,1404,"b","blue","yellow","true","incongruent",""
"bsBTMtR449YJ",392,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,971,"g","green","green","true","congruent",""
"bsBTMtR449YJ",394,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1243,"g","green","blue","true","incongruent",""
"bsBTMtR449YJ",396,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,1750,"b","blue","green","true","incongruent",""
"bsBTMtR449YJ",398,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,1002,"r","red","red","true","congruent",""
"bsBTMtR449YJ",400,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,1232,"y","yellow","blue","true","incongruent",""
"bsBTMtR449YJ",402,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,1116,"r","red","yellow","true","incongruent",""
"bsBTMtR449YJ",404,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,1446,"y","yellow","green","true","incongruent",""
"bsBTMtR449YJ",406,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,1702,"b","blue","red","true","incongruent",""
"bsBTMtR449YJ",408,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,1179,"r","red","blue","true","incongruent",""
"bsBTMtR449YJ",410,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,1231,"y","yellow","yellow","true","congruent",""
"bsBTMtR449YJ",412,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,679,"r","red","red","true","congruent",""
"bsBTMtR449YJ",414,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,1089,"b","blue","blue","true","congruent",""
"bsBTMtR449YJ",416,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,958,"y","yellow","yellow","true","congruent",""
"bsBTMtR449YJ",418,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,907,"r","red","red","true","congruent",""
"bsBTMtR449YJ",420,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,954,"y","yellow","red","true","incongruent",""
"bsBTMtR449YJ",422,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1043,"g","green","red","true","incongruent",""
"bsBTMtR449YJ",424,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,765,"b","blue","blue","true","congruent",""
"bsBTMtR449YJ",426,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1204,"g","green","green","true","congruent",""
"bsBTMtR449YJ",428,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,1175,"r","red","green","true","incongruent",""
"bsBTMtR449YJ",430,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,1317,"b","blue","blue","true","congruent",""
"bsBTMtR449YJ",432,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1007,"g","green","green","true","congruent",""
"bsBTMtR449YJ",436,"rules","To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A commuter briefly falls asleep on a bench waiting for his train.</b><br>","slee","To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".","A commuter briefly falls asleep on a bench waiting for his train.",1,0,"over","i","i","yes",1,6034,"","","","","incongruent",""
"bsBTMtR449YJ",438,"rules","To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A backpacker looks for her lost phone on the station platform.</b><br>","slee","To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".","A backpacker looks for her lost phone on the station platform.",0,0,"off","i","e","no",0,3076,"","","","","congruent",""
"bsBTMtR449YJ",440,"rules","To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A businesswoman enters the station and buys her train ticket.</b><br>","slee","To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".","A businesswoman enters the station and buys her train ticket.",0,0,"off","i","e","no",0,3080,"","","","","congruent",""
"bsBTMtR449YJ",442,"rules","To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A backpacker spends the night sleeping behind a station bench.</b><br>","slee","To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".","A backpacker spends the night sleeping behind a station bench.",0,1,"under","i","i","yes",1,2701,"","","","","incongruent",""
"bsBTMtR449YJ",444,"rules","To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A vagrant spends the whole night on a bench but does not sleep.</b><br>","slee","To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".","A vagrant spends the whole night on a bench but does not sleep.",0,1,"under","i","e","no",0,4126,"","","","","incongruent",""
"bsBTMtR449YJ",446,"rules","To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A vagrant spends the night sleeping on the station floor.</b><br>","slee","To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".","A vagrant spends the night sleeping on the station floor.",0,1,"under","i","e","no",0,2663,"","","","","incongruent",""
"bsBTMtR449YJ",448,"rules","To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A commuter sits on a station bench while waiting for her train.</b><br>","slee","To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".","A commuter sits on a station bench while waiting for her train.",0,0,"off","i","e","no",0,2774,"","","","","congruent",""
"bsBTMtR449YJ",450,"rules","To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A backpacker spends the night sleeping on a station bench.</b><br>","slee","To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".","A backpacker spends the night sleeping on a station bench.",1,1,"core","i","i","yes",1,2850,"","","","","congruent",""
"bsBTMtR449YJ",452,"rules","To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A backpacker sits on a station bench and takes a five-minute nap.</b><br>","slee","To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".","A backpacker sits on a station bench and takes a five-minute nap.",1,0,"over","i","i","yes",1,3398,"","","","","incongruent",""
"bsBTMtR449YJ",454,"rules","To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A nightclub dancer falls asleep on a station bench after work.</b><br>","slee","To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".","A nightclub dancer falls asleep on a station bench after work.",1,1,"core","i","i","yes",1,5183,"","","","","congruent",""
"bsBTMtR449YJ",456,"rules","To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A shift worker briefly dozes on a bench waiting for her manager.</b><br>","slee","To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".","A shift worker briefly dozes on a bench waiting for her manager.",1,0,"over","i","i","yes",1,3059,"","","","","incongruent",""
"bsBTMtR449YJ",458,"rules","To avoid people spending the night at the train station, the manager posted a rule:<br> ""No sleeping allowed on the benches""<br><br><br><b>A vagrant spends the night sleeping on a bench at the station.</b><br>","slee","To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".","A vagrant spends the night sleeping on a bench at the station.",1,1,"core","i","i","yes",1,2981,"","","","","congruent",""
"bsBTMtR449YJ",461,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,1299,"r","red","blue","false","incongruent",""
"bsBTMtR449YJ",463,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1312,"g","green","blue","true","incongruent",""
"bsBTMtR449YJ",465,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1776,"g","green","yellow","true","incongruent",""
"bsBTMtR449YJ",467,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,1706,"y","yellow","green","true","incongruent",""
"bsBTMtR449YJ",469,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,1058,"y","yellow","yellow","true","congruent",""
"bsBTMtR449YJ",471,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,1019,"r","red","red","true","congruent",""
"bsBTMtR449YJ",473,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,1199,"b","blue","red","true","incongruent",""
"bsBTMtR449YJ",475,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,1042,"y","yellow","yellow","true","congruent",""
"bsBTMtR449YJ",477,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,640,"y","yellow","yellow","true","congruent",""
"bsBTMtR449YJ",479,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,1192,"b","blue","yellow","true","incongruent",""
"bsBTMtR449YJ",481,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,874,"b","blue","blue","true","congruent",""
"bsBTMtR449YJ",483,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,787,"b","blue","blue","true","congruent",""
"bsBTMtR449YJ",485,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,1220,"r","red","green","true","incongruent",""
"bsBTMtR449YJ",487,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1609,"g","green","red","true","incongruent",""
"bsBTMtR449YJ",489,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,1431,"b","blue","green","true","incongruent",""
"bsBTMtR449YJ",491,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,1497,"y","yellow","red","true","incongruent",""
"bsBTMtR449YJ",493,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1185,"g","green","green","true","congruent",""
"bsBTMtR449YJ",495,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,658,"g","green","green","true","congruent",""
"bsBTMtR449YJ",497,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,1754,"y","yellow","blue","true","incongruent",""
"bsBTMtR449YJ",499,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,1080,"b","blue","blue","true","congruent",""
"bsBTMtR449YJ",501,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,1360,"r","red","yellow","true","incongruent",""
"bsBTMtR449YJ",503,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,686,"r","red","red","true","congruent",""
"bsBTMtR449YJ",505,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,553,"r","red","red","true","congruent",""
"bsBTMtR449YJ",507,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1105,"g","green","green","true","congruent",""
"bsBTMtR449YJ",510,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,1032,"i","","","true","incongruent","right"
"bsBTMtR449YJ",512,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,600,"e","","","true","congruent","left"
"bsBTMtR449YJ",514,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,740,"e","","","true","incongruent","left"
"bsBTMtR449YJ",516,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,581,"i","","","true","congruent","right"
"bsBTMtR449YJ",518,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,638,"i","","","true","incongruent","right"
"bsBTMtR449YJ",520,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,579,"i","","","true","congruent","right"
"bsBTMtR449YJ",522,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,325,"e","","","true","congruent","left"
"bsBTMtR449YJ",524,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,766,"e","","","true","incongruent","left"
"bsBTMtR449YJ",526,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,909,"i","","","true","incongruent","right"
"bsBTMtR449YJ",528,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,661,"i","","","true","congruent","right"
"bsBTMtR449YJ",530,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,788,"e","","","true","incongruent","left"
"bsBTMtR449YJ",532,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,617,"e","","","true","congruent","left"
"bsBTMtR449YJ",534,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,720,"i","","","true","congruent","right"
"bsBTMtR449YJ",536,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,749,"i","","","true","incongruent","right"
"bsBTMtR449YJ",538,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,675,"e","","","true","incongruent","left"
"bsBTMtR449YJ",540,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,495,"e","","","true","congruent","left"
"bsBTMtR449YJ",542,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,711,"e","","","true","congruent","left"
"bsBTMtR449YJ",544,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,628,"i","","","true","congruent","right"
"bsBTMtR449YJ",546,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,587,"i","","","true","incongruent","right"
"bsBTMtR449YJ",548,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,705,"e","","","true","incongruent","left"
"bsBTMtR449YJ",550,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,497,"e","","","true","congruent","left"
"bsBTMtR449YJ",552,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,635,"i","","","true","congruent","right"
"bsBTMtR449YJ",554,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,656,"i","","","true","incongruent","right"
"bsBTMtR449YJ",556,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"null",NA,NA,NA,"e","","","false","incongruent","left"
"bsBTMtR449YJ",559,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1745,"g","green","blue","true","incongruent",""
"bsBTMtR449YJ",561,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1060,"g","green","green","true","congruent",""
"bsBTMtR449YJ",563,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,590,"r","red","red","true","congruent",""
"bsBTMtR449YJ",565,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,922,"g","green","yellow","true","incongruent",""
"bsBTMtR449YJ",567,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,1072,"b","blue","red","true","incongruent",""
"bsBTMtR449YJ",569,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,1258,"b","blue","yellow","true","incongruent",""
"bsBTMtR449YJ",571,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,1384,"y","yellow","green","true","incongruent",""
"bsBTMtR449YJ",573,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,780,"y","yellow","red","true","incongruent",""
"bsBTMtR449YJ",575,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,811,"r","red","red","true","congruent",""
"bsBTMtR449YJ",577,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,555,"r","red","yellow","true","incongruent",""
"bsBTMtR449YJ",579,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,872,"b","blue","blue","true","congruent",""
"bsBTMtR449YJ",581,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,1371,"r","red","green","true","incongruent",""
"bsBTMtR449YJ",583,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1179,"g","green","red","true","incongruent",""
"bsBTMtR449YJ",585,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,895,"b","blue","blue","true","congruent",""
"bsBTMtR449YJ",587,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,751,"b","blue","blue","true","congruent",""
"bsBTMtR449YJ",589,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,924,"r","red","red","true","congruent",""
"bsBTMtR449YJ",591,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,960,"y","yellow","yellow","true","congruent",""
"bsBTMtR449YJ",593,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1030,"g","green","green","true","congruent",""
"bsBTMtR449YJ",595,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,1355,"r","red","blue","true","incongruent",""
"bsBTMtR449YJ",597,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,1007,"y","yellow","yellow","true","congruent",""
"bsBTMtR449YJ",599,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1085,"g","green","green","true","congruent",""
"bsBTMtR449YJ",601,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,1209,"y","yellow","blue","true","incongruent",""
"bsBTMtR449YJ",603,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,873,"y","yellow","yellow","true","congruent",""
"bsBTMtR449YJ",605,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,1330,"b","blue","green","true","incongruent",""
"bsBTMtR449YJ",609,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>An amateur scientist enters the laboratory to take photographs.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","An amateur scientist enters the laboratory to take photographs.",1,1,"core","i","i","yes",1,3592,"","","","","congruent",""
"bsBTMtR449YJ",611,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A recently retired scientist returns to collect his briefcase.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A recently retired scientist returns to collect his briefcase.",1,0,"over","i","i","yes",1,5805,"","","","","incongruent",""
"bsBTMtR449YJ",613,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A student enters the laboratory to observe the scientists' work.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A student enters the laboratory to observe the scientists' work.",1,1,"core","i","e","no",0,4607,"","","","","congruent",""
"bsBTMtR449YJ",615,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A lab scientist performs a risky task while feeling dizzy and tired.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A lab scientist performs a risky task while feeling dizzy and tired.",0,1,"under","i","e","no",0,3441,"","","","","incongruent",""
"bsBTMtR449YJ",617,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A thief enters the laboratory overnight to find and steal equipment.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A thief enters the laboratory overnight to find and steal equipment.",1,1,"core","i","i","yes",1,2622,"","","","","congruent",""
